S..No,item,itemLabel
410,http://www.wikidata.org/entity/Q7283611,Rahul Pandharipande
411,http://www.wikidata.org/entity/Q113977167,Prem Prakash Srivastava
412,http://www.wikidata.org/entity/Q107453,Padma Kant Shukla
413,http://www.wikidata.org/entity/Q156333,J.B.S. Haldane
414,http://www.wikidata.org/entity/Q179201,Jayant Vishnu Narlikar
415,http://www.wikidata.org/entity/Q330168,Suhas Patankar
416,http://www.wikidata.org/entity/Q711237,Calyampudi Radhakrishna Rao
417,http://www.wikidata.org/entity/Q807098,Baptist Mudartha
418,http://www.wikidata.org/entity/Q1403901,Felix Wilfred
419,http://www.wikidata.org/entity/Q1718182,K. S. Chandrasekharan
420,http://www.wikidata.org/entity/Q1797780,Lakshminarayanan Mahadevan
421,http://www.wikidata.org/entity/Q7565096,Sourav Chatterjee
422,http://www.wikidata.org/entity/Q16106994,Abhaya Indrayan
423,http://www.wikidata.org/entity/Q2688170,Birbal Sahni
424,http://www.wikidata.org/entity/Q2896848,Sanjay Subrahmanyam
425,http://www.wikidata.org/entity/Q13534569,Gopinath Kallianpur
426,http://www.wikidata.org/entity/Q3909884,Pranab K. Sen
427,http://www.wikidata.org/entity/Q4740015,Amar Gupta
428,http://www.wikidata.org/entity/Q4902985,Bibek Debroy
429,http://www.wikidata.org/entity/Q5243136,Dayendranath Burrenchobay
430,http://www.wikidata.org/entity/Q15989278,Sunil Khilnani
431,http://www.wikidata.org/entity/Q5542806,George Nedungatt
432,http://www.wikidata.org/entity/Q6017693,Inder Verma
433,http://www.wikidata.org/entity/Q6123529,Jaideep Prabhu
434,http://www.wikidata.org/entity/Q6936677,Munish Chandra Puri
435,http://www.wikidata.org/entity/Q7282943,Raghavan N. Iyer
436,http://www.wikidata.org/entity/Q7672638,T C Narendran
437,http://www.wikidata.org/entity/Q7785545,Thiruvenkatachari Parthasarathy
438,http://www.wikidata.org/entity/Q20798882,Amalendu Krishna
439,http://www.wikidata.org/entity/Q93151,Avinash Kak
440,http://www.wikidata.org/entity/Q726244,Ashoke Sen
441,http://www.wikidata.org/entity/Q11141293,Nirad N. Mohapatra
442,http://www.wikidata.org/entity/Q1585395,Harish-Chandra
443,http://www.wikidata.org/entity/Q2393889,Taranath Rao
444,http://www.wikidata.org/entity/Q2663106,Satya Vrat Shastri
445,http://www.wikidata.org/entity/Q41447304,Harpreet Singh
446,http://www.wikidata.org/entity/Q3847508,Ernest Dunlop Swinton
447,http://www.wikidata.org/entity/Q4667388,Abhijat Joshi
448,http://www.wikidata.org/entity/Q4746269,Anil Kumar Das
449,http://www.wikidata.org/entity/Q4795479,Arogyaswami Paulraj
450,http://www.wikidata.org/entity/Q4802143,Arun Sundararajan
451,http://www.wikidata.org/entity/Q4805732,Ashok Gadgil
452,http://www.wikidata.org/entity/Q15429929,Jafar us Sadiq Mufaddal Saifuddin
453,http://www.wikidata.org/entity/Q15835702,Moses Charikar
454,http://www.wikidata.org/entity/Q16105032,Kamaljit S. Bawa
455,http://www.wikidata.org/entity/Q16739433,Asaf Ali Asghar Fyzee
456,http://www.wikidata.org/entity/Q6732757,Mahadeva Subramania Mani
457,http://www.wikidata.org/entity/Q6944385,Muzammil H. Siddiqi
458,http://www.wikidata.org/entity/Q7387800,S. Rajasekharan
459,http://www.wikidata.org/entity/Q7423979,Sargur Srihari
460,http://www.wikidata.org/entity/Q18218032,Soumen Chakrabarti
461,http://www.wikidata.org/entity/Q7635065,Sugata Bose
462,http://www.wikidata.org/entity/Q18349927,Abraham Eraly
463,http://www.wikidata.org/entity/Q19547762,Munirathna Anandakrishnan
464,http://www.wikidata.org/entity/Q93034,Ravindran Kannan
465,http://www.wikidata.org/entity/Q132489,Amartya Sen
466,http://www.wikidata.org/entity/Q205782,Sivaramakrishna Chandrasekhar
467,http://www.wikidata.org/entity/Q12222481,Abdul Bari Nadvi
468,http://www.wikidata.org/entity/Q14948956,Narayan Sadashiv Hosmane
469,http://www.wikidata.org/entity/Q26212229,V. Ittekkot
470,http://www.wikidata.org/entity/Q5276804,Dilip Kumar Chakrabarti
471,http://www.wikidata.org/entity/Q6323832,Kalyanapuram Rangachari Parthasarathy
472,http://www.wikidata.org/entity/Q38046381,Nam Parshad Bhatia
473,http://www.wikidata.org/entity/Q7668791,Tiruppattur Venkatachalamurti Ramakrishnan
474,http://www.wikidata.org/entity/Q21175222,Bharat Ratra
475,http://www.wikidata.org/entity/Q63974682,Basudev Sahoo
476,http://www.wikidata.org/entity/Q23928192,Srikanth Iyengar
477,http://www.wikidata.org/entity/Q28042829,K. S. V. Santhanam
478,http://www.wikidata.org/entity/Q60368175,Hrushikesh Panda
479,http://www.wikidata.org/entity/Q60021844,Muhammed Basheer
480,http://www.wikidata.org/entity/Q61824573,Ramesh Sumant Mehta
481,http://www.wikidata.org/entity/Q61996747,Mahesh Champaklal
482,http://www.wikidata.org/entity/Q61893445,Sarat Chandra Pradhan
483,http://www.wikidata.org/entity/Q107507154,Ranjan Ghosh
484,http://www.wikidata.org/entity/Q103862573,Bharat Bhusan Rath
485,http://www.wikidata.org/entity/Q90093051,B. B. Desai
486,http://www.wikidata.org/entity/Q102123223,Mukul Kumar Majumdar
487,http://www.wikidata.org/entity/Q102441811,John Augustine
488,http://www.wikidata.org/entity/Q60429,Chandrasekhara Venkata Raman
489,http://www.wikidata.org/entity/Q94640541,Karamat Ali Karamat
490,http://www.wikidata.org/entity/Q107221346,Gurdip Singh
491,http://www.wikidata.org/entity/Q110371703,Kuldeep Shastri
492,http://www.wikidata.org/entity/Q98664736,Rudolf Hanel
493,http://www.wikidata.org/entity/Q102189218,Balkrishna Vasudeo Sukhatme
494,http://www.wikidata.org/entity/Q91722746,Subhashis Ghosal
495,http://www.wikidata.org/entity/Q2611253,Camille Bulcke
496,http://www.wikidata.org/entity/Q3258719,Lokesh Chandra
497,http://www.wikidata.org/entity/Q320578,Abhijit Banerjee
498,http://www.wikidata.org/entity/Q6203258,Jitendra Malik
499,http://www.wikidata.org/entity/Q6365467,Kanti Bajpai
500,http://www.wikidata.org/entity/Q92830,Subhash Kak
501,http://www.wikidata.org/entity/Q377898,Meghnad Saha
502,http://www.wikidata.org/entity/Q380226,Benode Behari Mukherjee
503,http://www.wikidata.org/entity/Q382760,Narinder Singh Kapany
504,http://www.wikidata.org/entity/Q655590,Sendhil Mullainathan
505,http://www.wikidata.org/entity/Q734521,Rajmohan Gandhi
506,http://www.wikidata.org/entity/Q981811,Muhammad Hamidullah
507,http://www.wikidata.org/entity/Q1172852,Braj Kachru
508,http://www.wikidata.org/entity/Q1384866,E. C. George Sudarshan
509,http://www.wikidata.org/entity/Q1702464,Johnson Gnanabaranam
510,http://www.wikidata.org/entity/Q4746916,Amitabha Chattopadhyay
511,http://www.wikidata.org/entity/Q1887901,Mani Kaul
512,http://www.wikidata.org/entity/Q2107718,Pramod Kumar Chaubey
513,http://www.wikidata.org/entity/Q2107735,Pranab Bardhan
514,http://www.wikidata.org/entity/Q2409133,Thanu Padmanabhan
515,http://www.wikidata.org/entity/Q3344992,Syama Prasad Mukherjee
516,http://www.wikidata.org/entity/Q4107198,K. Venkataraman
517,http://www.wikidata.org/entity/Q7675504,Tahir Mahmood
518,http://www.wikidata.org/entity/Q4526625,T. N. Srinivasan
519,http://www.wikidata.org/entity/Q4767885,Annamalai Ramanathan
520,http://www.wikidata.org/entity/Q4890148,Benoy Kumar Sarkar
521,http://www.wikidata.org/entity/Q4900896,Bhalchandra Mungekar
522,http://www.wikidata.org/entity/Q4916340,Birinchi Kumar Barua
523,http://www.wikidata.org/entity/Q7126753,Palash Sarkar
524,http://www.wikidata.org/entity/Q7631351,Subir Sachdev
525,http://www.wikidata.org/entity/Q21338472,S. Hareesh Joshy
526,http://www.wikidata.org/entity/Q156349,Sarvepalli Radhakrishnan
527,http://www.wikidata.org/entity/Q791030,Avinash Dixit
528,http://www.wikidata.org/entity/Q1061791,Chandrakant S. Desai
529,http://www.wikidata.org/entity/Q1595192,Ramchandra Gandhi
530,http://www.wikidata.org/entity/Q1959649,N. Viswanathan
531,http://www.wikidata.org/entity/Q2066255,Fazlur Rahman Malik
532,http://www.wikidata.org/entity/Q2214092,Saleem Kidwai
533,http://www.wikidata.org/entity/Q2368430,Suresh Chabria
534,http://www.wikidata.org/entity/Q3342123,Nirmal Kumar Bose
535,http://www.wikidata.org/entity/Q3389105,Ami Bera
536,http://www.wikidata.org/entity/Q3595294,Ram Sharan Sharma
537,http://www.wikidata.org/entity/Q3595572,Kavalam Madhava Panikkar
538,http://www.wikidata.org/entity/Q3709922,Tirukkannapuram Vijayaraghavan
539,http://www.wikidata.org/entity/Q4647478,A. A. Krishnaswami Ayyangar
540,http://www.wikidata.org/entity/Q15953952,Satyabrata Sarkar
541,http://www.wikidata.org/entity/Q16137692,K. G. Atiyoti
542,http://www.wikidata.org/entity/Q16186854,A.N. Rai
543,http://www.wikidata.org/entity/Q16442100,Arvind Narayanan
544,http://www.wikidata.org/entity/Q17306418,Rajesh Talwar
545,http://www.wikidata.org/entity/Q6892247,Mohammad Najatuallah Siddiqui
546,http://www.wikidata.org/entity/Q6965421,Narasimhaiengar Mukunda
547,http://www.wikidata.org/entity/Q7293150,Ranjit Bhatia
548,http://www.wikidata.org/entity/Q19898420,Mahendra Singh Sodha
549,http://www.wikidata.org/entity/Q31440090,Savio Antonio Ferreira Vaz
550,http://www.wikidata.org/entity/Q92963,Rajeev Motwani
551,http://www.wikidata.org/entity/Q93029,Manindra Agrawal
552,http://www.wikidata.org/entity/Q21061567,Chandrashekhar J. Joshi
553,http://www.wikidata.org/entity/Q21062595,Prabhat C. Chandra
554,http://www.wikidata.org/entity/Q28950235,Shashi Shekhar
555,http://www.wikidata.org/entity/Q15630558,Panchanan Maheshwari
556,http://www.wikidata.org/entity/Q26997670,Sardul Singh Guraya
557,http://www.wikidata.org/entity/Q28606460,Subhasis Chaudhuri
558,http://www.wikidata.org/entity/Q28758007,Krushna Prasad Mishra
559,http://www.wikidata.org/entity/Q18155538,Raj Mittra
560,http://www.wikidata.org/entity/Q20006860,Ratan Shankar Mishra
561,http://www.wikidata.org/entity/Q23806533,Khalifa Abdul Hakim
562,http://www.wikidata.org/entity/Q23929937,Kailash C. Misra
563,http://www.wikidata.org/entity/Q29401275,Biswa Ranjan Nag
564,http://www.wikidata.org/entity/Q30175667,Mir Valiuddin
565,http://www.wikidata.org/entity/Q57612960,Ashok Swain
566,http://www.wikidata.org/entity/Q63114129,Sunil Gupta
567,http://www.wikidata.org/entity/Q66533881,Dinesh Gupta
568,http://www.wikidata.org/entity/Q61293411,Ahammed Junaid
569,http://www.wikidata.org/entity/Q45789,Satyendra Nath Bose
570,http://www.wikidata.org/entity/Q70079649,N. M. Pearson
571,http://www.wikidata.org/entity/Q69422200,Purushothaman Chirakkuzhyil Abhilash
572,http://www.wikidata.org/entity/Q93316699,Jyoti Prasad Medhi
573,http://www.wikidata.org/entity/Q93939001,Hari Vasudevan
574,http://www.wikidata.org/entity/Q12817,Probal Dasgupta
575,http://www.wikidata.org/entity/Q55748,Ramchandra Siras
576,http://www.wikidata.org/entity/Q94507574,Harjinder Singh
577,http://www.wikidata.org/entity/Q105955429,Q105955429
578,http://www.wikidata.org/entity/Q98381130,Abhra Bose
579,http://www.wikidata.org/entity/Q98413291,Bhakti Prasad Mallik
580,http://www.wikidata.org/entity/Q102130730,Jayaram Sethuraman
581,http://www.wikidata.org/entity/Q102206911,Somesh Das Gupta
582,http://www.wikidata.org/entity/Q102240253,Gauri Datta
583,http://www.wikidata.org/entity/Q19668710,Devi Datt Sharma
584,http://www.wikidata.org/entity/Q97246634,Hiralal Chaudhuri
585,http://www.wikidata.org/entity/Q112625357,Tarak Mohan Das
586,http://www.wikidata.org/entity/Q113626524,Ranjit Kumar Dev Goswami
587,http://www.wikidata.org/entity/Q114493954,Nizamuddin Azmi
588,http://www.wikidata.org/entity/Q114774406,Aslam Azad
589,http://www.wikidata.org/entity/Q105447938,Santokh Singh Anand
590,http://www.wikidata.org/entity/Q105612143,Subhadeep Gupta
591,http://www.wikidata.org/entity/Q106080467,A. Y. Asundi
592,http://www.wikidata.org/entity/Q107317653,Tej Vir Singh
593,http://www.wikidata.org/entity/Q110798773,Ramachandra Ramanathan
594,http://www.wikidata.org/entity/Q114345548,Sourav Mitra
595,http://www.wikidata.org/entity/Q93051,Lov Grover
596,http://www.wikidata.org/entity/Q93149,Madhu Sudan
597,http://www.wikidata.org/entity/Q212512,Hariprasad Chaurasia
598,http://www.wikidata.org/entity/Q253960,Ravi Sethi
599,http://www.wikidata.org/entity/Q278075,Prakash Karat
600,http://www.wikidata.org/entity/Q475162,Mohan Agashe
601,http://www.wikidata.org/entity/Q559903,Jagdish Bhagwati
602,http://www.wikidata.org/entity/Q724089,U. R. Ananthamurthy
603,http://www.wikidata.org/entity/Q1022565,C. S. Prakash
604,http://www.wikidata.org/entity/Q1085793,Satyananda Saraswati
605,http://www.wikidata.org/entity/Q1159876,Daniel Acharuparambil
606,http://www.wikidata.org/entity/Q1690680,Peri Sarveswara Sharma
607,http://www.wikidata.org/entity/Q1709938,Purushottam Vishvanath Bapat
608,http://www.wikidata.org/entity/Q2127253,Raghunath Murmu
609,http://www.wikidata.org/entity/Q2279314,Shiraz Minwalla
610,http://www.wikidata.org/entity/Q2804852,V. Kumar Murty
611,http://www.wikidata.org/entity/Q4730272,Alladi Ramakrishnan
612,http://www.wikidata.org/entity/Q59660347,Krishnamurthy Subramanian
613,http://www.wikidata.org/entity/Q7130275,Panchanan Mohanty
614,http://www.wikidata.org/entity/Q7131284,Pankaj Ghemawat
615,http://www.wikidata.org/entity/Q7343742,Robert E. Brown
616,http://www.wikidata.org/entity/Q60194434,Ashok Lahiri
617,http://www.wikidata.org/entity/Q124151036,Chakradhar Satapathy
618,http://www.wikidata.org/entity/Q62570999,Govind Singh Rajpurohit
619,http://www.wikidata.org/entity/Q251282,Dipesh Chakrabarty
620,http://www.wikidata.org/entity/Q121339042,Nishant Shah
621,http://www.wikidata.org/entity/Q64858875,Sushil Biswas
622,http://www.wikidata.org/entity/Q15456472,Jayandra Soni
623,http://www.wikidata.org/entity/Q89376336,Laxmikant Pathade
624,http://www.wikidata.org/entity/Q124652356,Suresh Nayak
625,http://www.wikidata.org/entity/Q18157119,Ramamoorthy Ramesh
626,http://www.wikidata.org/entity/Q71332945,Mahipatsinh Chavda
627,http://www.wikidata.org/entity/Q21244972,B. N. Goswamy
628,http://www.wikidata.org/entity/Q116730722,Dayanidhi Das
629,http://www.wikidata.org/entity/Q21715732,Syed Jan Abas
630,http://www.wikidata.org/entity/Q458855,Sivananda Saraswati
631,http://www.wikidata.org/entity/Q105077275,Sujit Chattopadhyay
632,http://www.wikidata.org/entity/Q22279880,Hosahalli Ramaswamy
633,http://www.wikidata.org/entity/Q78846740,T. Torechu
634,http://www.wikidata.org/entity/Q80409363,Abu Raihan Biswas
635,http://www.wikidata.org/entity/Q31789488,Harman
636,http://www.wikidata.org/entity/Q91885245,Sris Chandra Chattopadhyaya
637,http://www.wikidata.org/entity/Q7649150,Susobhan Sarkar
638,http://www.wikidata.org/entity/Q103819830,Ranjitsinh Disale
639,http://www.wikidata.org/entity/Q9340898,Srivatsa Ramaswami
640,http://www.wikidata.org/entity/Q31320464,Manohar Rai Sardesai
641,http://www.wikidata.org/entity/Q105905492,K. V. Satyanarayana
642,http://www.wikidata.org/entity/Q2757366,Chhotubhai Purani
643,http://www.wikidata.org/entity/Q36983746,Krishna B. Athreya
644,http://www.wikidata.org/entity/Q42843433,Aloke Paul
645,http://www.wikidata.org/entity/Q120869603,Ashok Kumar Sahu
646,http://www.wikidata.org/entity/Q3511915,T.K.V. Desikachar
647,http://www.wikidata.org/entity/Q97253261,Nikunja Sen
648,http://www.wikidata.org/entity/Q124652374,Chittaranjan Nayak
649,http://www.wikidata.org/entity/Q108405650,Sudhindranath Raha
650,http://www.wikidata.org/entity/Q124637889,Prashant Das
651,http://www.wikidata.org/entity/Q6712357,M. A. Ramlu
652,http://www.wikidata.org/entity/Q113030422,Kynpham Sing Nongkynrih
653,http://www.wikidata.org/entity/Q113451850,Prasad Chandra Tudu
654,http://www.wikidata.org/entity/Q113453857,Kailash P S S Hembram
655,http://www.wikidata.org/entity/Q124149314,Bibhu Mohapatra
656,http://www.wikidata.org/entity/Q114026320,Aruna Mahananda
657,http://www.wikidata.org/entity/Q7559132,Somak Raychaudhury
658,http://www.wikidata.org/entity/Q111362647,Swami Shivananda Baba
659,http://www.wikidata.org/entity/Q5314070,Gopinath Mohanty
660,http://www.wikidata.org/entity/Q119521830,Murali Shanmugavelan
661,http://www.wikidata.org/entity/Q120892696,Ellappa Pillai
662,http://www.wikidata.org/entity/Q121032299,Ajit K. Mohanty
663,http://www.wikidata.org/entity/Q121032309,Anil Kumar Patnaik
664,http://www.wikidata.org/entity/Q121032323,Asis Patnaik
665,http://www.wikidata.org/entity/Q121032901,Debadatta Mohanty
666,http://www.wikidata.org/entity/Q121037598,Asis Patnaik
667,http://www.wikidata.org/entity/Q121087722,Shyam Charan Hembram
668,http://www.wikidata.org/entity/Q254430,Chidananda Dasgupta
669,http://www.wikidata.org/entity/Q122199325,Achyut Yagnik
670,http://www.wikidata.org/entity/Q860127,Bikram Choudhury
671,http://www.wikidata.org/entity/Q2841901,Ambat Gopalan Kutty Menon
672,http://www.wikidata.org/entity/Q123851110,Vishnubhatla Subrahmanya Sastry
673,http://www.wikidata.org/entity/Q4770062,Anoop Swarup
674,http://www.wikidata.org/entity/Q5512245,G. Gangadharan Nair
675,http://www.wikidata.org/entity/Q5657902,Harish Naval
676,http://www.wikidata.org/entity/Q124652406,Saroj Kumar Mohanty
677,http://www.wikidata.org/entity/Q7645342,Surajit Chandra Sinha
678,http://www.wikidata.org/entity/Q16243454,Arindam Banik
679,http://www.wikidata.org/entity/Q60159175,Mohanrao Kallianpurkar
680,http://www.wikidata.org/entity/Q31725517,Ajit Basu
681,http://www.wikidata.org/entity/Q26251252,Dipankar Chatterji
682,http://www.wikidata.org/entity/Q27947608,Naveen Garg
683,http://www.wikidata.org/entity/Q28006856,Adya Prasad Pandey
684,http://www.wikidata.org/entity/Q28457161,K.A. Padmanabhan
685,http://www.wikidata.org/entity/Q110220930,Muhammad Umar
686,http://www.wikidata.org/entity/Q112131672,Yash Moradiya
687,http://www.wikidata.org/entity/Q113634875,Narendra Mohan
688,http://www.wikidata.org/entity/Q64017436,Janak Dave
689,http://www.wikidata.org/entity/Q43204158,Deepak T. Nair
690,http://www.wikidata.org/entity/Q110148578,Raghavendra P. Tiwari
691,http://www.wikidata.org/entity/Q75436598,Manabendranath Saha
692,http://www.wikidata.org/entity/Q76721186,Bimalendu Sinha Roy
693,http://www.wikidata.org/entity/Q89452060,Dambarudhar Shiba Sankar Hembram
694,http://www.wikidata.org/entity/Q90284335,Dev Swarup
695,http://www.wikidata.org/entity/Q53619,Rambhadracharya
696,http://www.wikidata.org/entity/Q4746828,Amit Abraham
697,http://www.wikidata.org/entity/Q87349579,Soumendra Mohan Patnaik
698,http://www.wikidata.org/entity/Q5654391,Harbhajan Singh
699,http://www.wikidata.org/entity/Q113463807,Deepak Kumar Behera
700,http://www.wikidata.org/entity/Q113448896,Tony Murmu
701,http://www.wikidata.org/entity/Q113451969,Naku Hansda
702,http://www.wikidata.org/entity/Q113475303,Mangu Purty
703,http://www.wikidata.org/entity/Q2876652,B. Raman
704,http://www.wikidata.org/entity/Q97464367,M. K. A. Hameed
705,http://www.wikidata.org/entity/Q113329440,Mohin Mohammad
706,http://www.wikidata.org/entity/Q113451796,Divyendu Tudu Rasaka
707,http://www.wikidata.org/entity/Q113453795,Manoj Kumar Hansda
708,http://www.wikidata.org/entity/Q113641992,Shiv Sharma Joshi
709,http://www.wikidata.org/entity/Q104218226,Sadashiv Misra
710,http://www.wikidata.org/entity/Q111470790,Sunanda Sanyal
711,http://www.wikidata.org/entity/Q19428785,Atul Tandon
712,http://www.wikidata.org/entity/Q113517836,Bikram Jora
713,http://www.wikidata.org/entity/Q114811792,Asis Kumar Chattopadhyay
714,http://www.wikidata.org/entity/Q106648189,S. P. Chakravarti
715,http://www.wikidata.org/entity/Q106728824,Bhaskar Maiya
716,http://www.wikidata.org/entity/Q2280920,Sibnarayan Ray
717,http://www.wikidata.org/entity/Q2292778,Kirti N. Chaudhuri
718,http://www.wikidata.org/entity/Q111204073,Dr. Shwet Goswami
719,http://www.wikidata.org/entity/Q6965967,Narinder Kumar Gupta
720,http://www.wikidata.org/entity/Q7121546,Pabitra Kumar Giri
721,http://www.wikidata.org/entity/Q113452040,Sanjay Kumar Hansda
722,http://www.wikidata.org/entity/Q113548456,Ranjan Kumar Sasmal
723,http://www.wikidata.org/entity/Q113557736,Vinodh Rajan
724,http://www.wikidata.org/entity/Q113628021,Jatinderkumar R. Saini
725,http://www.wikidata.org/entity/Q310773,Abdul Qadeer Khan
726,http://www.wikidata.org/entity/Q1569992,Hakim Syed Zillur Rahman
727,http://www.wikidata.org/entity/Q2992962,Ramdhari Singh Dinkar
728,http://www.wikidata.org/entity/Q60736123,Rahul Banerjee
729,http://www.wikidata.org/entity/Q60734344,Amit Kumar
730,http://www.wikidata.org/entity/Q4707810,Alan Spence
731,http://www.wikidata.org/entity/Q4805717,Ashok Banerjee
732,http://www.wikidata.org/entity/Q4805741,Ashok Jhunjhunwala
733,http://www.wikidata.org/entity/Q5212772,Damodar Acharya
734,http://www.wikidata.org/entity/Q5407624,Eugene Pandala
735,http://www.wikidata.org/entity/Q6127570,Jamal Khwaja
736,http://www.wikidata.org/entity/Q6816763,Mendu Rammohan Rao
737,http://www.wikidata.org/entity/Q6959856,Naiyer Masud
738,http://www.wikidata.org/entity/Q6965904,Nari Gandhi
739,http://www.wikidata.org/entity/Q7040167,Nisar Ahmed Faruqi
740,http://www.wikidata.org/entity/Q7387378,Shantaram Balwant Mujumdar
741,http://www.wikidata.org/entity/Q7660290,Syed Ali Akbar
742,http://www.wikidata.org/entity/Q19609482,Achal Bakeri
743,http://www.wikidata.org/entity/Q3348646,Abul Hasan Ali Hasani Nadwi
744,http://www.wikidata.org/entity/Q3442375,Kailash Satyarthi
745,http://www.wikidata.org/entity/Q4700750,Akhileshwar Pathak
746,http://www.wikidata.org/entity/Q4751439,Ananta Charan Sukla
747,http://www.wikidata.org/entity/Q5620254,Gurpreet Singh Lehal
748,http://www.wikidata.org/entity/Q16137056,R. Narayanapaniker
749,http://www.wikidata.org/entity/Q19891564,Vishnu Madhav Ghatage
750,http://www.wikidata.org/entity/Q16727505,Bishwajit Bhattacharjee
751,http://www.wikidata.org/entity/Q16727897,B. B. Chakrabarti
752,http://www.wikidata.org/entity/Q16733215,Gopal Krishna Nayak
753,http://www.wikidata.org/entity/Q6746269,Man Singh Tyagi
754,http://www.wikidata.org/entity/Q7387892,S. Shankar Sastry
755,http://www.wikidata.org/entity/Q7937584,Vivek Bhandari
756,http://www.wikidata.org/entity/Q7971258,Waryam Singh Sandhu
757,http://www.wikidata.org/entity/Q19610139,Gurbachan Singh Bhullar
758,http://www.wikidata.org/entity/Q457933,S. R. Ranganathan
759,http://www.wikidata.org/entity/Q32672125,Bibudhendra Narayan Patnaik
760,http://www.wikidata.org/entity/Q43384580,Amit Dutt
761,http://www.wikidata.org/entity/Q42665876,Vinay Gupta
762,http://www.wikidata.org/entity/Q13008045,Rama Chandra Mouli
763,http://www.wikidata.org/entity/Q24006401,Dilbagh Singh Athwal
764,http://www.wikidata.org/entity/Q15430462,Amitav Acharya
765,http://www.wikidata.org/entity/Q27916088,C. Pandu Rangan
766,http://www.wikidata.org/entity/Q17306128,K. Nageshwar
767,http://www.wikidata.org/entity/Q7238169,Prakash Chandra Mishra
768,http://www.wikidata.org/entity/Q19276873,R. B. S. Varma
769,http://www.wikidata.org/entity/Q47608541,Kaustuv Sanyal
770,http://www.wikidata.org/entity/Q29452603,T. Vasudeva Reddy
771,http://www.wikidata.org/entity/Q19668509,Vijender Kumar
772,http://www.wikidata.org/entity/Q20735827,Kuzhikalail M. Abraham
773,http://www.wikidata.org/entity/Q29048088,S.N. Sadasivan
774,http://www.wikidata.org/entity/Q33125310,Khageswar Mohapatra
775,http://www.wikidata.org/entity/Q45059292,Bimalendu Mohanty
776,http://www.wikidata.org/entity/Q64859051,Krishna Chandra Santra
777,http://www.wikidata.org/entity/Q72075149,Ram Probesh Mondal
778,http://www.wikidata.org/entity/Q105605167,Rajesh Kumar Malik
779,http://www.wikidata.org/entity/Q95166650,Bhaskar Vira
780,http://www.wikidata.org/entity/Q107379573,Ramesh Kumar Yadava
781,http://www.wikidata.org/entity/Q4778018,Anwar Ali
782,http://www.wikidata.org/entity/Q113360681,Satya P. Mohanty
783,http://www.wikidata.org/entity/Q113452100,Kalyan Hansda
784,http://www.wikidata.org/entity/Q113495409,Achyutananda Dash
785,http://www.wikidata.org/entity/Q5203755,D. P. Agrawal
786,http://www.wikidata.org/entity/Q113680923,Rehman Akhter
787,http://www.wikidata.org/entity/Q19666141,K. Ramasamy
788,http://www.wikidata.org/entity/Q4747054,Amlan Das Gupta
789,http://www.wikidata.org/entity/Q4765230,Anindya Sen
790,http://www.wikidata.org/entity/Q4804289,Asghar Ali Engineer
791,http://www.wikidata.org/entity/Q5203764,D. P. Tripathi
792,http://www.wikidata.org/entity/Q5628337,H. K. Kesavan
793,http://www.wikidata.org/entity/Q6111295,Rolla Seshagiri Rao
794,http://www.wikidata.org/entity/Q6122089,Jagadish
795,http://www.wikidata.org/entity/Q7238447,Prasad V. Bharatam
796,http://www.wikidata.org/entity/Q7286346,Rajnish Mehra
797,http://www.wikidata.org/entity/Q7288544,Ram Nath Shastri
798,http://www.wikidata.org/entity/Q7399852,Saibal Chattopadhyay
799,http://www.wikidata.org/entity/Q7493258,Shekhar Chaudhuri
800,http://www.wikidata.org/entity/Q7906015,V. C. Kulandaiswamy
801,http://www.wikidata.org/entity/Q7919207,Vellore A. R. Srinivasan
802,http://www.wikidata.org/entity/Q377861,Rajendra K. Pachauri
803,http://www.wikidata.org/entity/Q725500,Ashis Nandy
804,http://www.wikidata.org/entity/Q2401481,Brahma Chellaney
805,http://www.wikidata.org/entity/Q2444368,Jyotindra Jain
806,http://www.wikidata.org/entity/Q13646966,Ganti Prasada Rao
807,http://www.wikidata.org/entity/Q3595877,Shanti Swaroop Bhatnagar
808,http://www.wikidata.org/entity/Q4647515,Aneesh Aneesh
809,http://www.wikidata.org/entity/Q15443253,Swapan Kumar Chakravorty
810,http://www.wikidata.org/entity/Q4834142,B. P. Sanjay
811,http://www.wikidata.org/entity/Q4880769,Beheruz Sethna
812,http://www.wikidata.org/entity/Q5088084,Chaudhary Vinay Kumar
813,http://www.wikidata.org/entity/Q16057988,Ninan Abraham
814,http://www.wikidata.org/entity/Q16105216,Kaptan Singh Solanki
815,http://www.wikidata.org/entity/Q5512542,G. Viswanathan
816,http://www.wikidata.org/entity/Q16727901,Chuck Chakrapani
817,http://www.wikidata.org/entity/Q6712404,M. Aram
818,http://www.wikidata.org/entity/Q6712929,M. N. Vijayan
819,http://www.wikidata.org/entity/Q6983382,Xavier Thaninayagam
820,http://www.wikidata.org/entity/Q7238164,Prakash Apte
821,http://www.wikidata.org/entity/Q7273880,R. Narayanaswamy
822,http://www.wikidata.org/entity/Q7286054,Rajesh Gopakumar
823,http://www.wikidata.org/entity/Q7288460,Ram Dutt Joshi
824,http://www.wikidata.org/entity/Q7564588,Soumitra Dutta
825,http://www.wikidata.org/entity/Q7660455,Syed Waheed Ashraf
826,http://www.wikidata.org/entity/Q7876970,Uday Salunkhe
827,http://www.wikidata.org/entity/Q7906216,V. S. Huzurbazar
828,http://www.wikidata.org/entity/Q7933698,Virendra Swarup
