S.No,item,itemLabel
1,http://www.wikidata.org/entity/Q20177407,Pankaj Bhadouria
2,http://www.wikidata.org/entity/Q4762495,Angela Malik
3,http://www.wikidata.org/entity/Q16209999,Shazia Khan
4,http://www.wikidata.org/entity/Q7498091,Shipra Khanna
5,http://www.wikidata.org/entity/Q4662650,Aarti Sequeira
6,http://www.wikidata.org/entity/Q16980500,Shonali Sabherwal
7,http://www.wikidata.org/entity/Q7041199,Nita Mehta
8,http://www.wikidata.org/entity/Q6748388,Maneet Chauhan
9,http://www.wikidata.org/entity/Q19662499,Pooja Dhingra
